"КодЗаказа";"ДатаИсполнения";"стоимость";"СтранаПолучателя";"Марка";"Категория";"странаПоставщика";"КодСотрудника"
10850;30.1.1998 0:00:00;2379,99;"Франция";"Flotemysost";"Молочные продукты";"Норвегия";1
10851;2.2.1998 0:00:00;1329,99;"Бразилия";"Flotemysost";"Молочные продукты";"Норвегия";5
10887;16.2.1998 0:00:00;700,00;"Испания";"Flotemysost";"Молочные продукты";"Норвегия";8
10919;4.3.1998 0:00:00;3360,00;"Венесуэлла";"Flotemysost";"Молочные продукты";"Норвегия";2
11055;5.5.1998 0:00:00;2100,00;"Венесуэлла";"Flotemysost";"Молочные продукты";"Норвегия";7
10330;28.10.1996 0:00:00;10582,49;"Венесуэлла";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10337;29.10.1996 0:00:00;5976,00;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";4
10357;2.12.1996 0:00:00;3984,00;"Венесуэлла";"Mozzarella di Giovanni";"Молочные продукты";"Италия";1
10393;3.1.1997 0:00:00;13072,50;"США";"Mozzarella di Giovanni";"Молочные продукты";"Италия";1
10404;8.1.1997 0:00:00;7096,49;"Италия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";2
10421;27.1.1997 0:00:00;7470,00;"Бразилия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";8
10422;31.1.1997 0:00:00;498,00;"Италия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";2
10432;7.2.1997 0:00:00;2490,00;"США";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10444;21.2.1997 0:00:00;3735,00;"Швеция";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10448;24.2.1997 0:00:00;1494,00;"Аргентина";"Mozzarella di Giovanni";"Молочные продукты";"Италия";4
10458;4.3.1997 0:00:00;7470,00;"Бельгия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";7
10487;28.3.1997 0:00:00;7470,00;"Бразилия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";2
10540;13.6.1997 0:00:00;12492,00;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10587;9.7.1997 0:00:00;1873,80;"Бразилия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";1
10592;16.7.1997 0:00:00;1483,42;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10633;18.8.1997 0:00:00;9290,92;"Австрия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";7
10677;26.9.1997 0:00:00;7963,64;"Мексика";"Mozzarella di Giovanni";"Молочные продукты";"Италия";7
10686;8.10.1997 0:00:00;4684,50;"Австрия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";2
10713;24.10.1997 0:00:00;9369,00;"США";"Mozzarella di Giovanni";"Молочные продукты";"Италия";1
10723;25.11.1997 0:00:00;4684,50;"США";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10751;3.12.1997 0:00:00;3372,83;"Швейцария";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10758;4.12.1997 0:00:00;6246,00;"Швейцария";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10796;14.1.1998 0:00:00;5246,63;"Венесуэлла";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10817;13.1.1998 0:00:00;10618,19;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
10825;14.1.1998 0:00:00;3747,60;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";1
10849;30.1.1998 0:00:00;4778,18;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";9
10857;6.2.1998 0:00:00;8197,87;"Швеция";"Mozzarella di Giovanni";"Молочные продукты";"Италия";8
10868;23.2.1998 0:00:00;6246,00;"Бразилия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";7
10973;27.3.1998 0:00:00;1561,50;"Франция";"Mozzarella di Giovanni";"Молочные продукты";"Италия";6
11004;20.4.1998 0:00:00;1873,80;"Бельгия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
11021;21.4.1998 0:00:00;19674,90;"Германия";"Mozzarella di Giovanni";"Молочные продукты";"Италия";3
11024;20.4.1998 0:00:00;3747,60;"Великобритания";"Mozzarella di Giovanni";"Молочные продукты";"Италия";4
10258;23.7.1996 0:00:00;1228,79;"Австрия";"Gorgonzola Telino";"Молочные продукты";"Италия";1
10314;4.10.1996 0:00:00;9215,99;"США";"Gorgonzola Telino";"Молочные продукты";"Италия";1
10335;24.10.1996 0:00:00;1228,79;"Ирландия";"Gorgonzola Telino";"Молочные продукты";"Италия";7
10513;28.4.1997 0:00:00;12799,99;"Германия";"Gorgonzola Telino";"Молочные продукты";"Италия";7
10547;2.6.1997 0:00:00;6527,99;"Великобритания";"Gorgonzola Telino";"Молочные продукты";"Италия";3
10572;25.6.1997 0:00:00;2879,99;"Швеция";"Gorgonzola Telino";"Молочные продукты";"Италия";3
10705;18.11.1997 0:00:00;1280,00;"Венесуэлла";"Gorgonzola Telino";"Молочные продукты";"Италия";9
10759;12.12.1997 0:00:00;3200,00;"Мексика";"Gorgonzola Telino";"Молочные продукты";"Италия";3
10818;12.1.1998 0:00:00;6400,00;"Италия";"Gorgonzola Telino";"Молочные продукты";"Италия";7
10916;9.3.1998 0:00:00;1920,00;"Аргентина";"Gorgonzola Telino";"Молочные продукты";"Италия";1
10985;2.4.1998 0:00:00;10079,99;"Ирландия";"Gorgonzola Telino";"Молочные продукты";"Италия";2
10997;13.4.1998 0:00:00;16000,00;"Венесуэлла";"Gorgonzola Telino";"Молочные продукты";"Италия";8
11046;24.4.1998 0:00:00;4559,99;"Германия";"Gorgonzola Telino";"Молочные продукты";"Италия";8
11053;29.4.1998 0:00:00;6400,00;"Австрия";"Gorgonzola Telino";"Молочные продукты";"Италия";2
11077;;320,00;"США";"Gorgonzola Telino";"Молочные продукты";"Италия";1
10252;11.7.1996 0:00:00;474,99;"Бельгия";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
10269;9.8.1996 0:00:00;1139,99;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";5
10271;30.8.1996 0:00:00;480,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";6
10273;12.8.1996 0:00:00;400,00;"Германия";"Mascarpone Fabioli";"Молочные продукты";"Италия";3
10341;5.11.1996 0:00:00;160,00;"Дания";"Mascarpone Fabioli";"Молочные продукты";"Италия";7
10382;16.12.1996 0:00:00;1200,00;"Австрия";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
10410;15.1.1997 0:00:00;980,00;"Канада";"Mascarpone Fabioli";"Молочные продукты";"Италия";3
10414;17.1.1997 0:00:00;1000,00;"Бразилия";"Mascarpone Fabioli";"Молочные продукты";"Италия";2
10415;24.1.1997 0:00:00;400,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";3
10454;25.2.1997 0:00:00;319,99;"Франция";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
10473;21.3.1997 0:00:00;240,00;"Великобритания";"Mascarpone Fabioli";"Молочные продукты";"Италия";1
10515;23.5.1997 0:00:00;339,99;"Германия";"Mascarpone Fabioli";"Молочные продукты";"Италия";2
10528;9.5.1997 0:00:00;159,99;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";6
10536;6.6.1997 0:00:00;750,00;"Германия";"Mascarpone Fabioli";"Молочные продукты";"Италия";3
10539;23.5.1997 0:00:00;375,00;"Великобритания";"Mascarpone Fabioli";"Молочные продукты";"Италия";6
10562;12.6.1997 0:00:00;449,99;"Италия";"Mascarpone Fabioli";"Молочные продукты";"Италия";1
10574;30.6.1997 0:00:00;350,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
10607;25.7.1997 0:00:00;350,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";5
10632;19.8.1997 0:00:00;474,99;"Германия";"Mascarpone Fabioli";"Молочные продукты";"Италия";8
10677;26.9.1997 0:00:00;169,99;"Мексика";"Mascarpone Fabioli";"Молочные продукты";"Италия";7
10678;16.10.1997 0:00:00;750,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";7
10682;1.10.1997 0:00:00;750,00;"Мексика";"Mascarpone Fabioli";"Молочные продукты";"Италия";3
10815;14.1.1998 0:00:00;400,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";2
10850;30.1.1998 0:00:00;84,99;"Франция";"Mascarpone Fabioli";"Молочные продукты";"Италия";1
10861;17.2.1998 0:00:00;875,00;"США";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
10913;4.3.1998 0:00:00;750,00;"Бразилия";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
10915;2.3.1998 0:00:00;750,00;"Мексика";"Mascarpone Fabioli";"Молочные продукты";"Италия";2
10951;7.4.1998 0:00:00;356,24;"Швейцария";"Mascarpone Fabioli";"Молочные продукты";"Италия";9
10972;26.3.1998 0:00:00;175,00;"Франция";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
11024;20.4.1998 0:00:00;750,00;"Великобритания";"Mascarpone Fabioli";"Молочные продукты";"Италия";4
11045;;375,00;"Канада";"Mascarpone Fabioli";"Молочные продукты";"Италия";6
11054;;250,00;"Аргентина";"Mascarpone Fabioli";"Молочные продукты";"Италия";8
10287;28.8.1996 0:00:00;2240,00;"Бразилия";"Geitost";"Молочные продукты";"Норвегия";8
10315;3.10.1996 0:00:00;1568,00;"Великобритания";"Geitost";"Молочные продукты";"Норвегия";4
10358;27.11.1996 0:00:00;1063,99;"Франция";"Geitost";"Молочные продукты";"Норвегия";5
10367;2.12.1996 0:00:00;4032,00;"Дания";"Geitost";"Молочные продукты";"Норвегия";7
10386;25.12.1996 0:00:00;1120,00;"Бразилия";"Geitost";"Молочные продукты";"Норвегия";9
10438;14.2.1997 0:00:00;1791,99;"Германия";"Geitost";"Молочные продукты";"Норвегия";3
10483;25.4.1997 0:00:00;3723,99;"США";"Geitost";"Молочные продукты";"Норвегия";7
10548;2.6.1997 0:00:00;1050,00;"Германия";"Geitost";"Молочные продукты";"Норвегия";3
10573;20.6.1997 0:00:00;5600,00;"Мексика";"Geitost";"Молочные продукты";"Норвегия";7
10688;7.10.1997 0:00:00;1960,00;"Дания";"Geitost";"Молочные продукты";"Норвегия";4
10700;16.10.1997 0:00:00;1343,99;"США";"Geitost";"Молочные продукты";"Норвегия";3
10757;15.12.1997 0:00:00;4200,00;"США";"Geitost";"Молочные продукты";"Норвегия";6
10805;9.1.1998 0:00:00;1400,00;"США";"Geitost";"Молочные продукты";"Норвегия";2
10890;18.2.1998 0:00:00;1400,00;"Франция";"Geitost";"Молочные продукты";"Норвегия";7
10937;13.3.1998 0:00:00;2800,00;"Аргентина";"Geitost";"Молочные продукты";"Норвегия";7
10990;7.4.1998 0:00:00;7139,99;"Австрия";"Geitost";"Молочные продукты";"Норвегия";2
11008;;11969,99;"Австрия";"Geitost";"Молочные продукты";"Норвегия";7
11063;6.5.1998 0:00:00;4200,00;"Ирландия";"Geitost";"Молочные продукты";"Норвегия";3
11066;4.5.1998 0:00:00;4900,00;"США";"Geitost";"Молочные продукты";"Норвегия";7
10252;11.7.1996 0:00:00;10880,00;"Бельгия";"Raclette Courdavault";"Молочные продукты";"Франция";4
10283;23.8.1996 0:00:00;9520,00;"Венесуэлла";"Raclette Courdavault";"Молочные продукты";"Франция";3
10284;27.8.1996 0:00:00;4080,00;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";4
10294;5.9.1996 0:00:00;5712,00;"США";"Raclette Courdavault";"Молочные продукты";"Франция";4
10357;2.12.1996 0:00:00;1740,79;"Венесуэлла";"Raclette Courdavault";"Молочные продукты";"Франция";1
10359;26.11.1996 0:00:00;20671,99;"Великобритания";"Raclette Courdavault";"Молочные продукты";"Франция";5
10361;3.12.1996 0:00:00;13463,99;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";1
10372;9.12.1996 0:00:00;14280,00;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";5
10380;16.1.1997 0:00:00;1468,79;"Ирландия";"Raclette Courdavault";"Молочные продукты";"Франция";8
10384;20.12.1996 0:00:00;4080,00;"Швеция";"Raclette Courdavault";"Молочные продукты";"Франция";3
10385;23.12.1996 0:00:00;4351,99;"США";"Raclette Courdavault";"Молочные продукты";"Франция";1
10419;30.1.1997 0:00:00;15503,99;"Швейцария";"Raclette Courdavault";"Молочные продукты";"Франция";4
10464;14.3.1997 0:00:00;5440,00;"Португалия";"Raclette Courdavault";"Молочные продукты";"Франция";4
10481;25.3.1997 0:00:00;10880,00;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";8
10512;24.4.1997 0:00:00;3467,99;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";7
10515;23.5.1997 0:00:00;24275,99;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";2
10519;1.5.1997 0:00:00;3229,99;"Швейцария";"Raclette Courdavault";"Молочные продукты";"Франция";6
10536;6.6.1997 0:00:00;8925,00;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";3
10583;4.7.1997 0:00:00;6935,99;"Финляндия";"Raclette Courdavault";"Молочные продукты";"Франция";2
10605;29.7.1997 0:00:00;22609,99;"Канада";"Raclette Courdavault";"Молочные продукты";"Франция";1
10611;1.8.1997 0:00:00;5100,00;"Польша";"Raclette Courdavault";"Молочные продукты";"Франция";6
10612;1.8.1997 0:00:00;13600,00;"США";"Raclette Courdavault";"Молочные продукты";"Франция";1
10625;14.8.1997 0:00:00;3400,00;"Мексика";"Raclette Courdavault";"Молочные продукты";"Франция";3
10626;20.8.1997 0:00:00;6800,00;"Швеция";"Raclette Courdavault";"Молочные продукты";"Франция";1
10653;19.9.1997 0:00:00;6119,99;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";1
10657;15.9.1997 0:00:00;10200,00;"США";"Raclette Courdavault";"Молочные продукты";"Франция";2
10658;8.9.1997 0:00:00;17764,99;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";4
10684;30.9.1997 0:00:00;10200,00;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";3
10709;20.11.1997 0:00:00;3400,00;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";1
10728;11.11.1997 0:00:00;5100,00;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";4
10742;18.11.1997 0:00:00;17000,00;"Канада";"Raclette Courdavault";"Молочные продукты";"Франция";3
10768;15.12.1997 0:00:00;5100,00;"Великобритания";"Raclette Courdavault";"Молочные продукты";"Франция";3
10829;23.1.1998 0:00:00;7140,00;"Великобритания";"Raclette Courdavault";"Молочные продукты";"Франция";9
10830;21.1.1998 0:00:00;10200,00;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";4
10836;21.1.1998 0:00:00;20400,00;"Австрия";"Raclette Courdavault";"Молочные продукты";"Франция";7
10847;10.2.1998 0:00:00;12239,99;"США";"Raclette Courdavault";"Молочные продукты";"Франция";4
10895;23.2.1998 0:00:00;34000,00;"Австрия";"Raclette Courdavault";"Молочные продукты";"Франция";3
10917;11.3.1998 0:00:00;3400,00;"Испания";"Raclette Courdavault";"Молочные продукты";"Франция";4
10918;11.3.1998 0:00:00;6375,00;"Канада";"Raclette Courdavault";"Молочные продукты";"Франция";3
10938;16.3.1998 0:00:00;12495,00;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";3
10954;20.3.1998 0:00:00;6935,99;"Венесуэлла";"Raclette Courdavault";"Молочные продукты";"Франция";5
10963;26.3.1998 0:00:00;577,99;"Португалия";"Raclette Courdavault";"Молочные продукты";"Франция";9
10995;6.4.1998 0:00:00;1360,00;"Мексика";"Raclette Courdavault";"Молочные продукты";"Франция";1
11009;10.4.1998 0:00:00;3060,00;"Испания";"Raclette Courdavault";"Молочные продукты";"Франция";2
11012;17.4.1998 0:00:00;11627,99;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";1
11056;1.5.1998 0:00:00;17000,00;"Великобритания";"Raclette Courdavault";"Молочные продукты";"Франция";8
11058;;7140,00;"Германия";"Raclette Courdavault";"Молочные продукты";"Франция";9
11059;;11900,00;"Бразилия";"Raclette Courdavault";"Молочные продукты";"Франция";2
11060;4.5.1998 0:00:00;1360,00;"Италия";"Raclette Courdavault";"Молочные продукты";"Франция";2
11061;;5100,00;"США";"Raclette Courdavault";"Молочные продукты";"Франция";4
11077;;639,20;"США";"Raclette Courdavault";"Молочные продукты";"Франция";1
10248;16.7.1996 0:00:00;1310,99;"Финляндия";"Camembert Pierrot";"Молочные продукты";"Франция";5
10418;24.1.1997 0:00:00;3648,00;"Германия";"Camembert Pierrot";"Молочные продукты";"Франция";4
10440;28.2.1997 0:00:00;17441,99;"США";"Camembert Pierrot";"Молочные продукты";"Франция";4
10455;3.3.1997 0:00:00;5700,00;"Финляндия";"Camembert Pierrot";"Молочные продукты";"Франция";8
10501;16.4.1997 0:00:00;1530,00;"Венесуэлла";"Camembert Pierrot";"Молочные продукты";"Франция";9
10504;18.4.1997 0:00:00;7125,00;"США";"Camembert Pierrot";"Молочные продукты";"Франция";4
10513;28.4.1997 0:00:00;3419,99;"Германия";"Camembert Pierrot";"Молочные продукты";"Франция";7
10530;12.5.1997 0:00:00;5700,00;"Австрия";"Camembert Pierrot";"Молочные продукты";"Франция";3
10550;6.6.1997 0:00:00;2564,99;"Испания";"Camembert Pierrot";"Молочные продукты";"Франция";7
10595;14.7.1997 0:00:00;25650,00;"Австрия";"Camembert Pierrot";"Молочные продукты";"Франция";2
10642;5.9.1997 0:00:00;4559,99;"Дания";"Camembert Pierrot";"Молочные продукты";"Франция";7
10716;27.10.1997 0:00:00;2850,00;"Аргентина";"Camembert Pierrot";"Молочные продукты";"Франция";4
10724;5.11.1997 0:00:00;1425,00;"Канада";"Camembert Pierrot";"Молочные продукты";"Франция";8
10735;21.11.1997 0:00:00;5129,99;"США";"Camembert Pierrot";"Молочные продукты";"Франция";6
10769;12.12.1997 0:00:00;5700,00;"Дания";"Camembert Pierrot";"Молочные продукты";"Франция";3
10814;14.1.1998 0:00:00;7267,49;"Франция";"Camembert Pierrot";"Молочные продукты";"Франция";3
10880;18.2.1998 0:00:00;6839,99;"Швеция";"Camembert Pierrot";"Молочные продукты";"Франция";7
10906;3.3.1998 0:00:00;4275,00;"Польша";"Camembert Pierrot";"Молочные продукты";"Франция";4
10910;4.3.1998 0:00:00;1425,00;"Финляндия";"Camembert Pierrot";"Молочные продукты";"Франция";1
10933;16.3.1998 0:00:00;8550,00;"Великобритания";"Camembert Pierrot";"Молочные продукты";"Франция";6
10990;7.4.1998 0:00:00;15988,49;"Австрия";"Camembert Pierrot";"Молочные продукты";"Франция";2
10998;17.4.1998 0:00:00;1995,00;"Польша";"Camembert Pierrot";"Молочные продукты";"Франция";8
11034;27.4.1998 0:00:00;1710,00;"США";"Camembert Pierrot";"Молочные продукты";"Франция";8
11042;1.5.1998 0:00:00;1140,00;"Бразилия";"Camembert Pierrot";"Молочные продукты";"Франция";2
11052;1.5.1998 0:00:00;2279,99;"Бразилия";"Camembert Pierrot";"Молочные продукты";"Франция";3
11058;;1140,00;"Германия";"Camembert Pierrot";"Молочные продукты";"Франция";9
10254;23.7.1996 0:00:00;1680,00;"Швейцария";"Queso Cabrales";"Молочные продукты";"Испания";5
10370;27.12.1996 0:00:00;1359,99;"Швейцария";"Queso Cabrales";"Молочные продукты";"Испания";6
10381;13.12.1996 0:00:00;1120,00;"Венесуэлла";"Queso Cabrales";"Молочные продукты";"Испания";3
10382;16.12.1996 0:00:00;4000,00;"Австрия";"Queso Cabrales";"Молочные продукты";"Испания";4
10418;24.1.1997 0:00:00;1200,00;"Германия";"Queso Cabrales";"Молочные продукты";"Испания";4
10439;10.2.1997 0:00:00;2400,00;"Канада";"Queso Cabrales";"Молочные продукты";"Испания";6
10486;2.4.1997 0:00:00;1280,00;"Венесуэлла";"Queso Cabrales";"Молочные продукты";"Испания";1
10753;27.11.1997 0:00:00;500,00;"Италия";"Queso Cabrales";"Молочные продукты";"Испания";3
10781;19.12.1997 0:00:00;3500,00;"Финляндия";"Queso Cabrales";"Молочные продукты";"Испания";2
10806;5.1.1998 0:00:00;1125,00;"Франция";"Queso Cabrales";"Молочные продукты";"Испания";3
10846;23.1.1998 0:00:00;2000,00;"Бельгия";"Queso Cabrales";"Молочные продукты";"Испания";2
10998;17.4.1998 0:00:00;2000,00;"Польша";"Queso Cabrales";"Молочные продукты";"Испания";8
10280;12.9.1996 0:00:00;1860,00;"Швеция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";2
10293;11.9.1996 0:00:00;372,00;"Мексика";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10294;5.9.1996 0:00:00;372,00;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10312;3.10.1996 0:00:00;620,00;"Германия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";2
10326;14.10.1996 0:00:00;3100,00;"Испания";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10347;8.11.1996 0:00:00;316,19;"Бразилия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10363;4.12.1996 0:00:00;744,00;"Германия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10436;11.2.1997 0:00:00;1339,19;"Франция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";3
10460;3.3.1997 0:00:00;186,00;"Швеция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10474;21.3.1997 0:00:00;620,00;"Мексика";"Queso Manchego La Pastora";"Молочные продукты";"Испания";5
10490;3.4.1997 0:00:00;2232,00;"Венесуэлла";"Queso Manchego La Pastora";"Молочные продукты";"Испания";7
10501;16.4.1997 0:00:00;34200,00;"Венесуэлла";"Queso Manchego La Pastora";"Молочные продукты";"Испания";9
10510;28.4.1997 0:00:00;2510,99;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";6
10514;16.5.1997 0:00:00;3875,00;"Австрия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";3
10552;5.6.1997 0:00:00;2325,00;"Венесуэлла";"Queso Manchego La Pastora";"Молочные продукты";"Испания";2
10557;6.6.1997 0:00:00;1550,00;"Германия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";9
10572;25.6.1997 0:00:00;1046,24;"Швеция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";3
10577;30.6.1997 0:00:00;1550,00;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";9
10579;4.7.1997 0:00:00;1627,50;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10581;2.7.1997 0:00:00;3099,99;"Бразилия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";3
10596;12.8.1997 0:00:00;1859,99;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10613;1.8.1997 0:00:00;3100,00;"Венесуэлла";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10631;15.8.1997 0:00:00;557,99;"Франция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10634;21.8.1997 0:00:00;155,00;"Франция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10670;18.9.1997 0:00:00;1937,50;"Германия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10682;1.10.1997 0:00:00;2325,00;"Мексика";"Queso Manchego La Pastora";"Молочные продукты";"Испания";3
10722;4.11.1997 0:00:00;3255,00;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10736;21.11.1997 0:00:00;1550,00;"Ирландия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";9
10761;8.12.1997 0:00:00;1395,00;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";5
10773;16.12.1997 0:00:00;433,99;"Австрия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10785;24.12.1997 0:00:00;775,00;"Венесуэлла";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10786;23.12.1997 0:00:00;2603,99;"Бразилия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10788;19.1.1998 0:00:00;2944,99;"Германия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10819;16.1.1998 0:00:00;1550,00;"Аргентина";"Queso Manchego La Pastora";"Молочные продукты";"Испания";2
10894;20.2.1998 0:00:00;8834,99;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10907;27.2.1998 0:00:00;1085,00;"Франция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";6
10924;8.4.1998 0:00:00;465,00;"Швеция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";3
10929;12.3.1998 0:00:00;3797,50;"Германия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";6
10932;24.3.1998 0:00:00;1394,99;"Франция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10951;7.4.1998 0:00:00;3681,24;"Швейцария";"Queso Manchego La Pastora";"Молочные продукты";"Испания";9
10955;20.3.1998 0:00:00;743,99;"Швеция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
10959;23.3.1998 0:00:00;1317,49;"Бразилия";"Queso Manchego La Pastora";"Молочные продукты";"Испания";6
10973;27.3.1998 0:00:00;775,00;"Франция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";6
10975;27.3.1998 0:00:00;775,00;"Канада";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10980;17.4.1998 0:00:00;2479,99;"Швеция";"Queso Manchego La Pastora";"Молочные продукты";"Испания";4
10998;17.4.1998 0:00:00;2325,00;"Польша";"Queso Manchego La Pastora";"Молочные продукты";"Испания";8
11077;;310,00;"США";"Queso Manchego La Pastora";"Молочные продукты";"Испания";1
10344;5.11.1996 0:00:00;16800,00;"США";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";4
10345;11.11.1996 0:00:00;22400,00;"Германия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";2
10511;21.4.1997 0:00:00;3399,99;"Франция";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";4
10522;6.5.1997 0:00:00;9600,00;"Германия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";4
10695;14.10.1997 0:00:00;4000,00;"Финляндия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";7
10709;20.11.1997 0:00:00;16000,00;"Бразилия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";1
10786;23.12.1997 0:00:00;9599,99;"Бразилия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";8
10829;23.1.1998 0:00:00;8000,00;"Великобритания";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";9
10893;20.2.1998 0:00:00;12000,00;"Германия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";9
10975;27.3.1998 0:00:00;6400,00;"Канада";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";1
10978;23.4.1998 0:00:00;6799,99;"Бельгия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";9
11007;13.4.1998 0:00:00;12000,00;"Португалия";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";8
11077;;719,99;"США";"Gustaf's Knackebrod";"Хлебобулочные изделия";"Швеция";1
10420;27.1.1997 0:00:00;13967,99;"Бразилия";"Tunnbrod";"Хлебобулочные изделия";"Швеция";3
10515;23.5.1997 0:00:00;13191,99;"Германия";"Tunnbrod";"Хлебобулочные изделия";"Швеция";2
10687;30.10.1997 0:00:00;36375,00;"Ирландия";"Tunnbrod";"Хлебобулочные изделия";"Швеция";9
10693;10.10.1997 0:00:00;5820,00;"США";"Tunnbrod";"Хлебобулочные изделия";"Швеция";3
